'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',132,Portuguese,'Higher Education - Master','Higher Education - Bachelor Degree',Teachers,'Directors of administrative and commercial services',2.557894736842105,1,0,0,1,1,0,0.2830188679245283,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.390728476821192,0.0,0.0,1.3043478260869565,1.5151515151515151,1.25,3.1230768510059193,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'Over 23 years old',1,'Advertising and Marketing Management',1,'Secondary education',100,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.3157894736842104,0,0,0,1,1,0,0.8490566037735848,0.0,0.9615384615384616,0.7777777777777778,0.576923076923077,3.002207417218543,0.0,0.0,1.0869565217391304,1.0606060606060606,0.75,3.679487184319527,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'Change of course',1,'Informatics Engineering',1,'Secondary education',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Specialists in Intellectual and Scientific Activities',1.736842105263158,0,0,1,0,1,0,0.9433962264150944,0.0,0.9615384615384616,0.5555555555555556,0.0,0.0,0.0,0.0,1.0869565217391304,1.0606060606060606,0.0,0.0,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',129,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Unskilled Workers',1.2210526315789476,0,0,0,1,1,0,0.18867924528301885,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,2.8609271523178808,0.0,0.0,1.0869565217391304,0.7575757575757576,1.0,3.2980768469674575,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'Technological specialization diploma holders',1,'Veterinary Nursing',1,'Technological specialization course',160,Portuguese,'Other - 11th Year of Schooling','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Installation and Machine Operators and Assembly Workers',3.4210526315789473,1,0,0,1,1,0,0.5660377358490566,0.25,1.153846153846154,1.1111111111111112,0.9615384615384616,3.3112582781456954,0.0,0.2631578947368421,1.3043478260869565,1.2121212121212122,0.5,3.634615300739647,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'Over 23 years old',1,'Management (evening attendance)',0,'Secondary education',120,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',3.0210526315789474,0,0,0,1,1,0,0.9433962264150944,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,4.026490066225165,0.0,0.0,1.0869565217391304,0.9090909090909092,1.25,3.814102565828403,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',122,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Intermediate Level Technicians and Professions','Personal Services; Security and Safety Workers and Sellers',1.1368421052631577,1,0,1,1,1,1,0.2830188679245283,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.526963178807947,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.3855768449482264,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'3rd phase - general contingent',1,'Communication Design',1,'Secondary education',143,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Personal Services; Security and Safety Workers and Sellers',2.452631578947368,0,0,0,1,0,1,0.18867924528301885,1.5,2.307692307692308,1.3333333333333333,2.1153846153846154,3.467790463576159,0.0,1.3157894736842104,2.391304347826087,1.8181818181818183,2.75,3.253204963387578,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',1,Equinculture,1,'Secondary education',110,Portuguese,'Higher Education - Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Unskilled Workers',0.5526315789473684,1,0,1,0,0,0,0.18867924528301885,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',124,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Intermediate Level Technicians and Professions',1.1210526315789473,1,0,0,1,0,0,0.2830188679245283,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.2317880794701987,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.096153774704144,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
married,'Holders of other higher courses',1,Management,1,'Higher education - degree',110,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Unskilled Workers',0.7894736842105263,0,0,0,1,0,0,1.5094339622641508,1.25,1.5384615384615385,1.1111111111111112,1.153846153846154,3.3995584105960264,0.0,0.5263157894736842,1.0869565217391304,1.2121212121212122,1.0,3.23076915621302,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'Change of course',1,'Management (evening attendance)',0,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.2894736842105265,1,0,0,1,0,0,0.4716981132075472,2.25,2.884615384615384,1.8888888888888888,2.884615384615384,2.9668874172185427,0.0,2.3684210526315788,3.0434782608695654,2.2727272727272725,3.5,3.3461536535503007,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',6,Management,1,'Secondary education',139,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Other - 11th Year of Schooling','Administrative staff','Administrative staff',1.5789473684210527,1,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,0.888888888888889,0.576923076923077,3.2671080794701983,0.0,0.0,1.0869565217391304,1.0606060606060606,1.0,3.23076915621302,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
'facto union','Over 23 years old',1,Nursing,1,'Higher education - degree',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',3.4210526315789473,0,0,0,1,0,0,0.9433962264150944,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,4.2232733774834434,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,4.292307554792903,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Over 23 years old',1,'Management (evening attendance)',0,'Secondary education',150,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',2.8947368421052633,0,0,0,1,0,0,0.9433962264150944,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,1.0869565217391304,0.0,0.0,0.0,0.0,4.593023255813954,3.9999999999999996,0.0,Dropout
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',123,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.0526315789473684,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.1111111111111112,0.7692307692307693,2.7152317880794703,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,2.884615394970414,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',1,'Basic Education',1,'Secondary education',128,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.7578947368421054,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,1.1111111111111112,0.9615384615384616,3.496688741721854,0.0,0.0,1.3043478260869565,1.8181818181818183,1.25,3.4551280356508918,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'1st phase - general contingent',1,'Social Service (evening attendance)',0,'Secondary education',100,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry','Armed Forces Professions',0.9368421052631577,0,0,0,1,0,1,0.5660377358490566,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.7527594701986757,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.3653845377218956,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Change of course',1,Nursing,1,'Secondary education',148,Portuguese,'9th Year of Schooling - Not Completed','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Other Situation','Intermediate Level Technicians and Professions',1.8947368421052633,1,0,0,1,0,1,0.4716981132075472,4.5,4.423076923076923,2.5555555555555554,3.8461538461538463,3.8609271523178808,1.25,4.7368421052631575,5.0,3.4848484848484853,5.0,3.9240383709837303,1.25,0.0,3.777777777777778,2.892998678996037,Graduate
single,'2nd phase - general contingent',2,Tourism,1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',1.3999999999999995,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,1.0,0.19230769230769232,2.6490066225165565,0.41666666666666663,0.0,1.3043478260869565,0.9090909090909092,0.0,0.0,0.0,2.9651162790697674,5.0,1.558784676354029,Dropout
single,'1st phase - general contingent',4,'Social Service',1,'Secondary education',118,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',0.7894736842105263,0,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.254493774834437,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.076922890532549,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'Over 23 years old',1,'Social Service (evening attendance)',0,'Secondary education',120,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.8157894736842106,0,0,0,1,0,1,1.320754716981132,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.708609271523179,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.320512654142016,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'2nd phase - general contingent',4,'Journalism and Communication',1,'Secondary education',119,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.226315789473684,0,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,0.7692307692307693,2.980132450331126,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,4.593023255813954,3.9999999999999996,0.0,Dropout
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',138,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',2.1526315789473687,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.222222222222222,0.9615384615384616,3.072847682119205,0.0,0.0,1.3043478260869565,1.6666666666666665,1.5,3.1410256582840237,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'2nd phase - general contingent',1,'Social Service (evening attendance)',0,'Secondary education',127,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.094736842105263,0,0,0,1,0,0,0.660377358490566,0.0,1.153846153846154,1.3333333333333333,0.19230769230769232,3.178807947019868,0.0,0.0,1.3043478260869565,1.8181818181818183,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',134,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Armed Forces Professions',1.3789473684210527,0,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,1.1111111111111112,1.346153846153846,3.5682119205298015,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.587836455665313,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'2nd phase - general contingent',4,Management,1,'Secondary education',133,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',2.1684210526315786,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.6666666666666666,0.9615384615384616,3.28476821192053,0.0,0.0,1.0869565217391304,0.7575757575757576,1.25,3.446153766627221,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'Over 23 years old',1,'Advertising and Marketing Management',1,'Secondary education',133.1,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',0.2736842105263159,1,0,0,0,0,0,0.8490566037735848,0.0,1.153846153846154,1.0,0.576923076923077,3.1125827814569536,0.0,0.0,1.3043478260869565,1.6666666666666665,1.0,3.096153774704144,1.25,5.0,1.2222222222222223,2.0739762219286657,Dropout
single,'1st phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',180,Brazilian,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',3.0368421052631573,1,0,1,0,1,0,0.9433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'2nd phase - general contingent',4,'Social Service',1,'Secondary education',129,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.4789473684210526,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.178807947019868,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.3461536535503007,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
married,'Over 23 years old',1,'Veterinary Nursing',1,'Secondary education',120,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers','Administrative staff',1.8421052631578947,0,0,0,1,0,0,1.1320754716981132,0.0,0.9615384615384616,0.888888888888889,0.9615384615384616,4.061810066225165,0.8333333333333333,0.0,1.0869565217391304,0.9090909090909092,1.25,4.146153750473375,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',141,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.5789473684210527,1,0,0,1,0,1,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.2635761589403973,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.3169230003787002,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
